customer_id,age,gender,income,region
wwohDNZghhB7,20,F,21000,West
kU6wdAcjuZnD,26,F,79000,South
HHy0VP6la2Q4,55,M,56000,Midwest
SLOaiMf0lt9w,43,F,65000,South
N23OBneIlyVP,52,F,15000,Midwest
LY1VWlhj4zDe,27,M,193000,South
GAO0XdHQx3AO,52,F,27000,South
1HvCcYRNTiD4,59,F,15000,South
HSqJL1B0Ksms,18,M,70000,Midwest
QSrWFG5wbjle,34,F,48000,Northeast
vrHl6HBekkgw,33,F,208000,South
paDeRAGydWH0,46,M,15000,West
A9TXfDPliJAf,60,M,15000,South
2lMlxqGiSZFN,54,M,27000,Northeast
GrWWJ6bw3tEs,36,M,23000,Midwest
BEhbW2VWHfS4,36,M,67000,West
559lnO0B7IrH,59,F,70000,South
icgtLzQK4Few,37,M,123000,South
MefOLO46qGr6,24,M,33000,Midwest
F91fgKiW58MP,57,F,37000,Northeast
vXXWSX6eJ18m,63,M,16000,South
d8ogQAfJOs0O,46,F,78000,Northeast
mM1JbE65q7v1,58,M,81000,Northeast
Rdhb7A7Wk7yY,55,M,21000,South
5eKX4ucelS0y,52,F,68000,South
kOe3OYduwWtD,59,M,216000,Midwest
iY8V2OUNgHYn,25,M,87000,Northeast
TYdlT1Q1k3fb,19,F,302000,West
cFWgwi0gHHHC,21,F,28000,South
OqalJKW9Ildz,38,M,166000,Northeast
HEFXuwnXv4ed,45,F,25000,South
P8WRjtvqehFG,39,M,42000,South
AyMyFxsy5SLp,23,F,60000,Northeast
V251OZEZqfNE,53,M,74000,Midwest
LzDU05kgNDH4,18,M,87000,Midwest
rWQMEoEv3tyZ,35,M,15000,South
5MDsLXuCNGFG,30,F,55000,West
zlK7QPJdMnkq,30,M,55000,Northeast
pb3UVPJdcBer,62,M,164000,Midwest
20EJ216CktMz,52,M,114000,South
ESEqTq0hrJCl,20,M,120000,South
H9koOuFKF4Cj,44,M,221000,South
fb8M3sQszgS0,30,M,84000,Northeast
EJzxKEp8K4Sw,25,F,49000,Midwest
nbQ7sRu3xECq,56,F,256000,West
n7iyScwJ3Pke,54,F,92000,West
G9JqW7X7Rswj,51,F,39000,Northeast
MquTimFrtfcq,25,F,80000,West
ClWjDYXvLuDg,30,F,47000,South
I9ggt1sqyGYH,57,M,25000,South
mfIqJEFq6uMD,64,F,66000,Midwest
OH26Qj5l690E,27,F,15000,South
oMpSE86HOy6g,30,M,24000,South
8WeGVgLiLP8s,52,F,57000,Northeast
PmcCRaM6gPy2,53,F,42000,Northeast
8QueBBBzHHSM,40,M,26000,West
aYfrr1RtPR6Y,58,M,84000,Midwest
h6FXEN6j3Ax4,65,F,36000,South
N6RoqpOMrJ06,43,M,19000,Midwest
Ogoh5WXTkhHT,33,M,40000,Northeast
xhwtEpTBxAWU,46,M,82000,Midwest
R1SLHISiPNpX,45,M,15000,Midwest
9yffnnbpg3GS,63,M,73000,South
1hBedEud4K1n,38,M,15000,West
Yx5HYYaemeHC,19,F,96000,West
dz6DBfDfu0GB,49,M,33000,Northeast
mnL9yvUfrOw8,39,M,21000,Midwest
4klIPjJwX36r,39,F,29000,West
vjsh8Yqm0Xle,37,M,32000,Northeast
ZY1V5ycVxcVC,53,M,38000,West
RUpmd4DoQrpQ,20,M,15000,Midwest
6QYyIHdrECPv,18,F,128000,Midwest
ds0xEgV4R1Xm,20,F,15000,South
pF0GyZ1ZFhPt,18,M,73000,West
tF6AkUItceN2,22,M,41000,South
JcB1o2cXQTt8,20,M,113000,Northeast
NcQAM4UBXs5X,54,F,72000,South
DQzgaDIGVmAo,37,M,178000,South
69jQP1UKIkrX,24,F,15000,Midwest
f9xRZyRVmnPu,38,M,15000,West
DZyfDTAQ2zMn,28,M,29000,West
1lyQuRpYV0xM,20,F,36000,South
AClkTgHcePgE,54,F,47000,South
C7JK0JWcQfI7,58,M,67000,West
cfGfenaWuKS5,25,F,82000,Northeast
a2uZKnvUGNk4,64,F,156000,West
4y09x1P9ebOK,46,M,91000,Midwest
I2QssVGsWhNY,42,M,19000,West
sr9jPazMH5xO,19,M,26000,West
hia7hAG0teCf,51,F,69000,West
C1wACLHQVcrM,61,F,15000,South
l0MYRa497Bvp,34,M,146000,Midwest
uoRGFNbOeDMM,27,M,20000,South
VhBfFKaO3rcM,48,F,50000,Northeast
m75IbkRYfv50,45,F,27000,West
PvRYak6FfLI6,38,F,22000,South
GpRXLsTrhvk5,46,M,16000,Northeast
W0gjWQrOGchg,56,F,58000,South
JtkAV1KhhNh3,41,M,47000,West
lmjmArf1o7SZ,60,F,144000,South
hhytsLrb0fv1,51,M,15000,Midwest
sewkVENkfbC5,52,M,15000,West
fG1mwzlcrjFh,58,F,47000,South
g5aI5YHJ8lmH,36,F,62000,Northeast
7AujRburRMUa,45,M,96000,West
spskpjlUp7BS,52,F,36000,Northeast
9TX2PdAc5yZ2,32,M,15000,Midwest
e02LMMS9u8Do,57,M,38000,South
aNMhLQyjeION,45,M,31000,West
xuaJHNLe1D0y,58,M,44000,Midwest
2aF8CoKVWMX4,45,M,66000,South
fC286SXQZVdX,20,F,51000,South
7jj7oKfGy9qj,36,M,17000,West
M10kL0CmMvLB,36,M,61000,West
iOQ9FC8BsR4d,21,M,76000,Northeast
iLjHTshaQinY,61,M,110000,Northeast
RMrnQ7sLox8A,36,F,20000,West
ujvTG8PMf0mh,60,M,36000,South
IPNjnb2lm05q,52,M,32000,South
U18wrWj9bxlr,29,F,18000,West
R7li0J906q52,57,M,35000,South
1rgJ0GUCd8zc,34,M,15000,Midwest
1MohydRBjJsM,44,M,78000,South
GU0Wra7pmLAk,35,M,98000,Midwest
jHRjOiSqYma3,55,F,36000,Midwest
I3mAbSJkEqYZ,27,M,15000,South
1UwzdbYR7eL9,43,M,39000,Northeast
tgT3ZHOsQESj,20,F,33000,Northeast
cdXChrHpSlAz,24,F,28000,South
HfQV7H7CjurV,30,F,229000,Northeast
9juSnLu84tbG,28,M,21000,West
zA4Jx7F0MOkt,41,F,28000,Northeast
dtWEgsUydvg5,48,M,29000,West
shIfJkEMVHsb,55,M,26000,West
7iQoaEhmjkIt,41,M,66000,West
D5ELmUnrqJLT,36,F,170000,South
sdDiEJMEnjEJ,29,M,23000,South
E21EWXBoxE99,63,M,44000,Midwest
bkHFBNyNUjDZ,20,M,151000,West
ffzf7n9gHmno,48,F,15000,Midwest
JatkyecvYVYz,42,F,16000,South
KPLFRKPaODoc,57,F,195000,West
uvvfysXJ5xzp,43,M,17000,South
av0XrptxCpAb,26,F,67000,South
9Id9bJ65C3VR,29,F,41000,West
p2cgzAkkM7Rh,46,M,63000,Northeast
x50HqOXZGtRH,53,M,31000,Northeast
Xb1IovRLCu8X,25,M,127000,Midwest
kM3mxaPgTTHr,32,M,40000,Northeast
PoLnxmVanjz8,42,F,22000,South
SGGXnQDx7Etz,41,F,15000,South
MrEyNjYqKZQ0,63,M,81000,Northeast
HOHCH2SwQO87,47,M,46000,West
8Z2Fbc9NONxd,22,F,72000,Midwest
r10xkZId4t5s,23,F,57000,West
LFkZcMS460Ff,43,M,195000,South
VaKGD8B7Z10x,35,F,196000,Midwest
ggXHXwB9N6E0,20,M,65000,South
cmql4yk1h13r,51,M,183000,Midwest
ZUZsdvpEjyz7,40,M,51000,South
c3KO2JEyv22l,18,F,15000,Northeast
Ym9B934OhkHn,63,M,62000,Northeast
iDJu6PQ04tsh,33,M,43000,South
CQk3sTMV3PAg,62,M,28000,West
JdBeD8o7bWC1,62,M,233000,Northeast
ez8bMrPrc1pv,30,M,15000,Midwest
DXBVeXB9x6eK,54,F,30000,Northeast
E6BNb7FU3sJK,39,M,80000,Northeast
Sj0DfYpPAn6z,42,M,22000,Northeast
UBmnDlTh4X34,64,M,90000,Northeast
0XjNSr7SMewq,37,M,27000,Midwest
rNL3tMowXJ5w,45,F,15000,South
E4WNG1iKjbI6,46,M,43000,West
bLW3bsmqkpUN,52,F,20000,South
FZvxl5sOndvX,35,F,24000,South
ZyzTbboelcus,47,F,202000,Northeast
k42IvYjvTaRT,26,F,113000,West
jA7OI6NxNtHU,65,M,61000,South
0fCG2tOZaHeJ,65,F,78000,Midwest
ffoeBvmzgHgm,35,M,69000,Northeast
JMqGjNQW8uCV,35,M,107000,Northeast
Rf728WumMWzQ,34,F,15000,Northeast
54C75rICT5JQ,43,M,33000,Midwest
Lc9CFVHWiYay,26,M,53000,Midwest
aDT0NcvYsuEi,34,F,48000,Midwest
zBtYii1auI3J,44,F,43000,Midwest
fJFkF3426Y7m,49,F,42000,Midwest
Y0Zq89HZLYVO,48,M,17000,West
Ld2J8to8sIOR,52,M,25000,West
GeaQPs98s2DG,37,M,23000,Northeast
Dn5TKz8F09uK,59,M,103000,Northeast
hrOZtRLLlDcc,61,F,51000,West
ADNuunfxqilG,65,F,21000,Northeast
9IwRDgckMwI2,42,M,79000,Northeast
mQgKAv88koDq,24,F,235000,South
Oj6KaF8uPZBz,28,F,46000,Midwest
KNFyop12YRXt,53,M,37000,Northeast
NwpLCf8RAbFd,47,M,30000,Northeast
1kQKwS8uvoRZ,64,F,57000,Midwest
xMxtXTKWEViP,30,M,17000,Northeast
3TDg1Od1Qlk7,20,M,62000,Northeast
bGBPklLq8w5d,33,M,52000,Northeast
qIfN7Nzu2iCM,54,F,71000,Northeast
jb70TDffuXcd,55,F,33000,Midwest
n41gDwuyxCxC,39,M,23000,Midwest
PvcmJjARIeuD,46,F,49000,Midwest
fkJoyE4zF2pD,52,M,53000,Northeast
yNdir6k9SaPX,46,M,20000,West
CYVPC45OFO4K,49,F,15000,Midwest
vrTKfO9BacQN,62,M,63000,West
1q2RQsdc8pJA,36,F,29000,Midwest
h588LYRuJL1a,21,F,26000,Midwest
CjOQJ89SEFUt,38,F,15000,South
JX07F7s9gBWH,62,F,16000,Midwest
lGiF4kBtnbqM,36,M,75000,Midwest
gHjAsrtfnmGE,21,M,95000,South
qDGEgqDQom4S,28,F,59000,West
y5HGHhKgMOAT,63,F,24000,West
0LdO1KK3YHI3,41,F,15000,South
fZeateDor19c,29,M,130000,West
56vyTcMAZUTr,38,F,32000,West
cgoYEzuy7STo,21,M,19000,Northeast
sKUt9J1RIzwH,36,F,134000,Northeast
rkpydXQtZdDX,58,F,29000,Midwest
HRydPtj9vdzu,18,M,77000,West
KER9A8Xe5gvi,29,M,45000,Northeast
hAwkR485pJKb,20,F,29000,Northeast
UMiyoM4MRunC,35,M,35000,South
E1gO5rLsZ6Iq,38,M,80000,Northeast
zc5IRQch7pMs,59,F,68000,South
q65qqkbUn40J,52,F,184000,West
kCWErOC4UBSt,65,M,86000,South
D6XBK7UDkDfj,35,M,58000,Northeast
5BrlInX3Ibje,37,M,59000,South
P2VqweFywiyO,63,F,177000,Midwest
huOOQBbAvi2m,59,F,48000,South
kN3EI3ZLGG5J,40,M,34000,Northeast
6JhTRxBzw0lw,47,M,76000,South
zIRYQDDzmXUw,57,M,23000,Midwest
v3b6slgaaFbl,23,M,70000,West
sq63Y7XUnkfs,58,M,148000,Midwest
HGhYYCY8ErdP,65,M,36000,Northeast
YDxNaR9jeRG8,30,M,25000,Northeast
7VbLXkMXCjzr,59,F,15000,South
oMiBinN1m0TQ,64,M,38000,Northeast
yj1w36zpnPtM,58,F,28000,Northeast
Gy45xMdaEtyn,60,F,43000,Northeast
1QlGrDGC24FQ,25,F,44000,South
mzXmrutp7Mg2,39,M,72000,Midwest
iWDHh75dXc83,56,M,87000,Northeast
KL2V9jFJfi4n,32,F,19000,South
gjr6HzwvbhWs,30,M,67000,Northeast
eJOjaUVgFEWl,55,F,27000,Midwest
0aXmX3ZnC344,50,M,79000,South
UHqy0GZ7ZxRw,46,F,66000,Midwest
ajY6B2FBdKay,52,M,194000,Midwest
QWmvNZOV0PEt,23,M,44000,Northeast
IEQQZMEScvWh,63,M,48000,West
bOguxxTwTIA8,51,M,66000,Northeast
xErAN7K3IYPx,41,M,34000,Midwest
MzGCSgP8AwwC,23,F,70000,Northeast
K8PtKbWJtIPf,58,F,33000,South
SLXyvSWoiIqY,33,M,35000,Northeast
f3hIHjKL6vO9,32,M,36000,Northeast
l8eI1NRMrQ5j,52,F,86000,Midwest
SNZxZi4BLbgA,27,M,38000,Midwest
9lQeQ5Puv4r1,25,F,44000,Midwest
LjrVUhoJptbr,34,F,270000,Northeast
7Qkx5MKzexeg,42,M,49000,Midwest
jczXAInw6YSN,21,M,15000,West
IYT1Kudd5yUf,59,M,79000,Northeast
JtdJ8LHMLm23,46,F,20000,Northeast
uM9HPBG72nYx,25,M,163000,Midwest
wJp84IKxfwRT,57,F,38000,Midwest
OAr96f3MV5Xn,39,M,15000,Midwest
qG8x31LzvYPW,39,M,17000,Northeast
3BbwI9L8BJEW,20,M,45000,West
XOtWA5EbYMpD,18,F,70000,Northeast
7fhAal837vID,38,F,30000,West
kzwn3Sa1T1A9,58,M,18000,West
xrcF961xepkT,42,M,84000,Northeast
O1XWvPtJ4rWd,44,F,17000,Midwest
TE4Q4KgiBSsm,28,F,15000,West
CvKZwqB2lThk,62,M,46000,Midwest
uQQkQpRHXkHf,20,F,15000,Northeast
dR1CzYbt99mr,46,M,322000,Midwest
8BwaWV6Ny0sk,44,F,15000,South
MXRShadBUqKH,20,M,191000,Northeast
d4bgwC0xNV5i,45,F,126000,West
2D7ahr8X2bwX,38,F,15000,South
MgKzZMWAGKjt,32,F,26000,West
845SElEJOVfy,28,F,67000,South
1rDpZrsgV8eX,31,M,15000,Midwest
gb5JzuEYSEu8,30,M,328000,Northeast
1rCugBRIdEP6,59,M,46000,Midwest
nnvyPQJThzmO,45,F,69000,Midwest
J8nOJwhUGyJd,48,M,24000,Midwest
iQOPIvOf6R0i,24,F,69000,Midwest
eJ0y9x7TllNZ,65,M,29000,Midwest
lRAFXuIDtYVa,64,F,66000,Midwest
eW6zepDdBWX0,19,M,263000,Northeast
Ifs28dzql0t5,40,M,71000,West
p1K97TRBOANW,22,F,86000,South
jcJUhdtK4Saq,37,F,52000,Northeast
izP9RJ21xLYu,53,F,15000,South
tNmJBbdSelXI,53,M,78000,South
P4kWYAxVRhc2,63,F,56000,South
nnwayUIYtCZf,53,F,147000,West
AR5npI4AYUvn,53,M,76000,Northeast
iB17LXt1CIDq,46,F,15000,West
fjrfbgyfOGg5,51,M,142000,West
mlePjKBHyi86,35,F,47000,Midwest
nxA6ywZr4OAK,30,M,15000,South
cesRPMX5i11k,28,M,23000,West
n3GuzTTwAIef,54,F,42000,Midwest
g5lFg7gYpBVV,37,F,18000,Midwest
EA0eDDXNtRFS,42,M,293000,South
3YTXWfQdjeDY,47,M,15000,Midwest
0LjuG8L7OmQ6,38,M,53000,South
V7fcydmpnJkN,51,F,61000,Northeast
nc5P6Nr1OcZ4,60,M,33000,Northeast
R4LZ38tuCtCF,25,F,73000,Northeast
HUDxzSqid45g,36,M,20000,West
55Ss90Sn8rBm,65,F,15000,South
7S7c4C7xyF2B,34,M,56000,Northeast
H8WO7mv4GJ1q,46,F,31000,Northeast
uQOl0hs63uIx,37,F,25000,Northeast
p0ATC3CuUD4k,34,F,61000,South
05gjIFvB3q9Y,49,F,15000,South
3CRw1dSVRiAg,65,F,18000,Midwest
zHyd4zxL4nCv,25,M,155000,West
qAzktcllAUQ2,29,F,58000,West
Yu54QT2hILsq,23,F,60000,West
k3d6az3DaGJ3,63,M,50000,Northeast
IBcyd1lWdqTm,29,F,61000,West
gYwKEzKLhlGK,45,F,29000,South
e9Fa9J96HVdB,56,M,48000,Midwest
wW6wcJUb9nka,36,M,56000,Northeast
qP6NiO9b7Ws8,59,F,36000,West
1cdZSleD470f,18,M,63000,Midwest
qAnJotScyAvv,47,M,91000,Midwest
Kv68LGQnOCTv,23,F,15000,Midwest
68xGsG2nIXDz,18,M,83000,Midwest
7Kn0bmVkYkz1,65,F,19000,Northeast
AplXtVxIyOEj,52,F,22000,Midwest
R41RdUMInYkV,34,M,129000,Northeast
7u7LFyRiSJM9,32,M,148000,Midwest
vN6iDt9UoiyJ,45,F,64000,Midwest
Od1oDf7UorKv,38,M,21000,Midwest
zmlxWhVgKzSv,21,F,15000,South
LGTPGN3FLDXa,35,F,16000,West
6itC3JDracMu,46,F,19000,South
q0sK39qtFwln,43,F,58000,Midwest
WLOc2jvsOr6J,61,F,15000,Midwest
UsVnjAeQrkfz,44,F,20000,South
p4hquEygIQ90,44,F,15000,Midwest
4Ignvl472A0p,28,F,71000,South
D3wqCUF8dtoN,37,F,29000,Northeast
efNQLZOsru5Y,41,F,22000,Northeast
ODgNNg5IS3Xu,41,F,15000,West
iABu6JcbkKtP,22,M,19000,Midwest
WI2IcQ0A04gO,62,F,69000,South
JR8usoisxuk8,49,M,51000,South
AbCDJbTuenr9,60,F,34000,Northeast
Z18e36FSyGCN,43,F,23000,South
vS43gbYCvSFX,44,M,30000,Midwest
XV88TboowD52,28,M,55000,Northeast
4V3GEAXXFZiG,56,M,183000,Northeast
rtGtAb8apph4,24,F,2e+05,Northeast
PLrZaInk5lVh,57,F,49000,Northeast
gtUD5O8XVqse,55,F,15000,Northeast
36pbV6nCPfcW,34,M,98000,Midwest
a5S2MkNhoToM,56,M,146000,South
E8YuPjnJ3U5R,20,F,63000,West
8pZTycsdrfr0,26,F,229000,South
GUpDxZco5p96,60,F,58000,Midwest
28qE6JQaYdX1,33,M,18000,Northeast
qaCQ4ptZLmsj,34,F,21000,Midwest
EIZyDi7SEcwA,59,M,88000,Midwest
7nivuiuV9gNl,36,F,53000,Northeast
LDYZI07DnkTm,47,M,212000,West
iZjprInv7zTS,33,M,18000,South
MYAZ4AT1nHAm,44,M,50000,Northeast
18QyJuFDQ3LM,18,F,32000,South
jswveknZliqY,41,F,67000,South
ZzmeVvmhLo4h,31,M,36000,Northeast
tLIWJEyCSv9r,44,F,206000,Northeast
xJVIdotAczxi,18,F,28000,Northeast
HcxugZjUmj3i,48,M,23000,Northeast
6zOedf0Pe0zx,25,F,19000,Midwest
ZgBrqmeQL1T4,38,M,15000,South
qjO98ULG22XF,56,M,17000,South
AQpTVsqYGnJq,46,F,21000,Midwest
4OkgaKaBv54E,35,M,51000,West
7AMQdYrVNhdq,46,M,15000,Midwest
dwHcaHBs1Pfl,25,F,45000,West
oTeCSWTQvcIs,25,M,15000,West
I4AuMUCRNgdJ,58,F,28000,West
6PAMj1VmTG8t,20,F,82000,Northeast
A7l2ErvmGyRy,63,F,116000,Northeast
p150R7ArpsrG,26,F,295000,Midwest
YVVrWc0fGbqi,27,F,195000,Midwest
scO0h4mCYH84,50,M,211000,Midwest
2fUqwu3a16c2,33,M,56000,West
Qhyy8EmH0kR5,57,F,59000,West
GUWruB2Myvr5,21,F,294000,West
kZ8hzNMQD34Z,64,M,53000,South
1wyVzDtIhSR8,24,F,52000,South
cCx4ysRLjqmM,43,F,25000,West
1tVdrrYybgJJ,41,M,68000,West
jDndnXonk4GE,45,F,170000,Midwest
QRpL0yLDlwaT,55,F,69000,Midwest
3ZpkOcExpeTZ,44,F,28000,West
7iy9AWnQ65To,31,M,15000,Northeast
9AOZSkGNg9oi,26,F,16000,Midwest
uVpj7KjXLPuk,30,M,69000,West
rKqW17KGtONr,59,M,186000,South
HQTZao4UDwOD,21,F,31000,Northeast
fRsbxrDl0cgi,55,F,15000,Midwest
YsH6lMwglRLv,48,F,152000,Midwest
4xAiwDT5UtwK,32,F,80000,Midwest
q9tOWdaod3x7,19,F,223000,West
5GDvp1xwVOSj,30,M,259000,Midwest
GOy6buVRowNk,21,M,37000,Northeast
tbbwChkaaRu6,48,F,226000,Midwest
plLsBaHZTMnN,18,M,15000,Northeast
3Td6HBujrlwr,62,M,15000,West
BQxJ8cDvV9aX,59,M,33000,West
YdOFXKCRAz8O,43,M,54000,Midwest
eOmIDx7ZQYl5,51,M,20000,West
zVjzJAvktxKr,34,M,192000,Midwest
NtBJiwReqtks,47,M,90000,Northeast
OHME4SUpV6F4,44,F,53000,Midwest
o1LoE1II7Irx,31,M,228000,South
i19pJKCAcBaj,54,M,166000,Northeast
Ye5jp4aExdgU,43,M,33000,Midwest
8z3T7fQcTb5K,65,M,43000,Northeast
UblXKUIQMjCA,26,F,32000,Northeast
IA39XV5O9V5z,20,F,24000,West
aXsZI7OVK39P,55,M,48000,Midwest
OO9K815RmsJi,23,M,15000,West
PBq17ynI7XLA,32,F,19000,South
ngLXLxVSLKrj,25,F,17000,West
XmE2OggAH0xt,55,M,15000,Midwest
erM4jVBMMu1D,26,F,44000,West
vrgnaZ2YYZ8N,26,M,73000,Midwest
oGf2D8aePfen,19,M,374000,Midwest
Ev7nOTnHCENG,30,F,62000,Midwest
WcxbmC6MImif,46,F,153000,Midwest
tVz2vLKQATms,37,F,93000,Midwest
I0XlanP264Dh,60,F,94000,West
uVCBBPpMslQY,37,M,28000,South
c6axrSqgYbgD,41,F,41000,Northeast
LKN4vzhEL4GQ,33,M,59000,West
RWL8h27HLm5M,63,F,19000,West
e3MVNWziUSbW,65,M,30000,West
iQdHP2tRzryL,21,M,28000,South
w8Icogrr3V2b,26,F,94000,Northeast
4y3sJACX43k6,22,M,15000,Midwest
Fhk1hiCkAs6Y,64,M,60000,Northeast
uBAyW1RwyT1a,36,M,74000,Midwest
JhPRKTqwWARH,59,M,15000,Midwest
zce6pEfVy6zb,24,M,40000,Northeast
W7hnlkFvCnOG,31,F,26000,Northeast
av8y1jMM12dF,27,M,23000,South
ml8oGm0OmprS,18,M,15000,Northeast
u3L3FeVNd1ry,54,M,31000,West
4kQov06PvExr,20,F,15000,South
hhfpOyKhgQJ1,44,F,108000,Midwest
m1zIArenXW9X,24,F,18000,Northeast
TyXbr8ZRigWi,61,F,39000,Northeast
OmSMsEFWr1EL,44,F,49000,Northeast
frixXF5rnmvx,31,M,219000,West
qqbyr5uyuInR,32,M,86000,Northeast
4D2iJRRKTVZ8,41,M,27000,Midwest
lLnpc2WeVLz8,58,F,22000,South
BpUMPODBNIDJ,31,F,88000,West
uhYcPIn2CxDE,38,F,48000,Midwest
gtfYBS7PIEmT,29,M,15000,South
Ge9Gc2fx8jSo,27,F,67000,West
ISetldiAiYdZ,40,M,52000,West
jB4GjHYwvM58,55,M,155000,South
5vs1va4z2IMX,29,M,71000,Northeast
A953GhJ5oYH1,36,F,16000,Northeast
jPSnThqxf0SM,28,F,41000,South
JQmJWAkLTX3F,53,M,24000,Midwest
CJ69sLdPjThB,45,F,22000,South
UrQCAQKboGn5,19,M,54000,South
08JySslG5zTV,39,F,57000,West
kuEoeseFqHNg,35,F,33000,Northeast
ZHfGEyJ3ssuI,32,M,58000,West
pFnaj9qtyiGZ,55,F,93000,West
I25Vpq2aMLAp,52,M,20000,West
K5q9M2GNqtpe,59,F,35000,South
xX190raTiyd0,61,M,65000,Midwest
jf9jvOANq1jI,40,M,35000,West
OO0nGHNbgw4p,40,M,40000,Northeast
9iQnXd26Hudf,24,F,79000,Midwest
mD0ypmO005xT,39,M,253000,Northeast
V3aIooS6CFNz,52,F,59000,Midwest
78JC3lpGEigI,21,M,44000,Northeast
nMvSIPi3ZIyD,57,F,20000,West
g08MrbOq5Hyy,20,F,63000,Northeast
5EfpqqGPxNpT,61,F,15000,South
tPiNxzSqyXwm,38,F,24000,West
0NioGNmkYj0I,57,M,264000,Midwest
yYQhpYwBZsbR,35,M,62000,West
fAs5ivV66tIq,19,F,23000,Northeast
7V9qpGV8aztA,49,F,35000,Northeast
UcmXq23Q5S3P,42,F,41000,South
7tu7TpRtbjyR,64,M,121000,South
iemhhqTZ86Ve,64,F,25000,South
YtzoMKcJa4lu,18,F,83000,South
xsPUxJo1SPoy,20,F,263000,West
xYJ4EjHFVSQR,19,M,15000,Midwest
0hxVopZRXeFp,50,M,31000,Northeast
EDOcMy9lqu7D,58,F,104000,Midwest
wvo6BpYAh9jf,53,F,25000,Northeast
a3bSWShanrvc,24,F,185000,Midwest
QJz2BV3mz1kZ,29,F,16000,West
AMfH1BBcEOQH,24,M,26000,West
nweNwrACXy1Y,51,M,36000,West
ZwTkrjWYOv9l,53,M,72000,West
gpJq1X8BlTNy,41,M,93000,West
VGlBRtuHPMkB,27,M,21000,South
bmXPJZLYo1pw,18,M,15000,South
Pu19rFvlH60L,54,M,38000,West
Rpl428CLlusX,60,F,40000,West
lYlNN0cLpms5,51,F,15000,Midwest
rW6b9oI240V2,21,M,21000,Northeast
3USId7pA7hZa,26,M,30000,Northeast
S9JVcGo4ptjF,41,M,57000,Northeast
ERJ3xIrrtyxo,51,M,75000,Midwest
9TAtn0AhlpJH,27,M,69000,West
ggkZcOfjCw4L,39,M,87000,West
ps1uvnsMi3eo,21,M,15000,South
zmH6o5F8WiVT,56,M,81000,South
lnq66JPtejq3,62,M,40000,Northeast
FUl54GJJU6tx,39,F,104000,Northeast
4eIrJIDK8p9D,56,M,49000,South
2cF7Fs0BGigO,22,F,175000,Midwest
6d5zRNj8D3Wj,19,F,57000,Northeast
wxFnZiEIQ9YR,58,M,162000,Midwest
EboyAHEhbwV2,35,M,162000,Northeast
AMA9nex9EMsB,53,F,138000,Northeast
Y4AD6UhOaMGs,39,F,17000,Midwest
Gze9HiWahtkW,53,M,84000,West
PLo23JFmG7o2,40,M,284000,South
iPvvSnuR9mFk,60,F,62000,Midwest
NwpHg519ls1A,44,M,23000,Northeast
68CIjjmlHJ7Y,64,M,49000,Midwest
QYqgtu9Imp3D,40,F,18000,West
JNngaX354xir,27,F,77000,Midwest
vIYFhVk29zH1,65,F,105000,West
tkgikfadCbtO,31,M,29000,West
r0B2HVKel8Rq,54,F,204000,West
LWChUcykYfnI,28,F,34000,Northeast
ptnU2lHbT3lg,36,F,15000,South
MSbw75SvKH64,22,F,28000,Northeast
hqaM5nJ1hnlT,46,F,58000,West
BWCJh5A9xKYC,21,M,84000,West
pRzJUtzdHp9P,37,F,16000,Midwest
XSDDub3PBBEt,49,M,30000,West
VI8Zglj98SQ6,64,F,33000,Midwest
v9nfTWlcvMCo,49,F,15000,Midwest
AiR9NJMfX2Qf,19,M,218000,West
ijzgwJrAIvik,48,F,90000,Midwest
GgEJbw05Njr6,43,F,74000,West
9RMx2eGQkf0k,60,F,69000,West
hI5ncqh0WLlQ,34,M,129000,Midwest
Gg2dMYahe5q7,40,M,43000,South
CqN9zO1duWod,40,M,16000,South
MByDzLiwnSQA,37,F,29000,Northeast
5LXK4bLJ0oP0,43,M,42000,Midwest
IQYIyhVUPqwp,42,M,15000,West
G752TH7mn3CP,60,F,20000,South
fey7lzfMXlA6,37,M,53000,Northeast
UrxVMYUR0Ldo,36,F,67000,Midwest
HD1g7IIQN64v,42,M,31000,South
EvyOXBMTiLuo,57,M,15000,Midwest
5RDJkhlpbO3D,18,F,221000,West
cCLnw7CSMzCX,61,M,16000,South
YNVTm9WIQ4u2,25,M,53000,Midwest
tNrfljc219qW,64,F,15000,South
aU6whvJA70BO,28,F,15000,Midwest
KxxblahfFHap,56,F,119000,South
y1fhvRoge7rH,32,M,38000,Midwest
Fmk3bUqr93NZ,19,F,70000,West
1lyFZTrFmPRc,45,F,138000,Midwest
gIbK6X61Wotu,25,F,72000,Northeast
7EHCvUcwPJk1,35,M,106000,South
nRi9KR0YKCPx,38,M,119000,Northeast
RvFZcQsIc3Er,49,M,45000,South
kl6ICIVufCxN,51,M,32000,Midwest
doFIcuPWKvpP,60,F,190000,Northeast
9xqOxT5WtiSN,45,F,23000,Northeast
DQ5LVO8LuMxc,47,M,35000,South
d0t80kCyyoBY,52,M,107000,West
vz9KzioVB1Ys,49,M,103000,South
Zm1HO4xEuFrI,57,M,15000,Midwest
0iRJAqu9PUqX,23,M,15000,West
TJLmcYQCjPXo,54,M,124000,South
L2bEZstghder,47,M,49000,Northeast
DnY2zkoBQoxO,39,M,26000,Midwest
59wYVvAwanSa,56,F,107000,Midwest
oIRDVSx12Ssd,32,F,15000,West
